530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530625446,20,02,86,6,52000a55,00,ffffff8e1937ffffffc8
530256885,20,01,e5,3,52000a4a,00,3cffffffffffffffffff
530256887,20,01,7a,3,52000a4b,00,1713161620ffffffffff
530256886,20,01,dc,3,52000a4c,00,881b8ad8758c8dffffff
530256816,20,01,a2,3,52000a4d,00,ffffffffffffffffffff
530256884,20,01,52,3,52000a4e,00,18164af55e72a6ffffff
530256885,20,01,e5,3,52000a4a,00,3cffffffffffffffffff
530256887,20,01,7a,3,52000a4b,00,1713161620ffffffffff
530256886,20,01,dc,3,52000a4c,00,881b8ad8758c8dffffff
530256816,20,01,a2,3,52000a4d,00,ffffffffffffffffffff
530256884,20,01,52,3,52000a4e,00,18164af55e72a6ffffff
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530625747,20,02,f9,6,52000a55,00,ffffff8e1937ffffffc8
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530626047,20,02,6c,6,52000a55,00,ffffff8e1937ffffffd3
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530626348,20,02,df,6,52000a55,00,ffffff8f1937ffffffd7
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530626650,20,02,53,6,52000a55,00,ffffff8e1937ffffffd6
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530626951,20,02,c6,6,52000a55,00,ffffff8e1937ffffffd5
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530627251,20,02,39,6,52000a55,00,ffffff8e1937ffffffce
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530627551,20,02,ac,6,52000a55,00,ffffff8e1937ffffffc6
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530627852,20,02,1f,6,52000a55,00,ffffff8e1937ffffffc9
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530628152,20,02,92,6,52000a55,00,ffffff8e1937ffffffd5
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530628453,20,02,05,6,52000a55,00,ffffff8e1937ffffffd5
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530628750,20,02,77,6,52000a55,00,ffffff8e1937ffffffd8
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530629053,20,02,eb,6,52000a55,00,ffffff8e1936ffffffde
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530629353,20,02,5e,6,52000a55,00,ffffff8e1936ffffffe1
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530629654,20,02,d1,6,52000a55,00,ffffff8e1936ffffffdc
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530629954,20,02,44,6,52000a55,00,ffffff8d1936ffffffd6
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530630254,20,02,b7,6,52000a55,00,ffffff8e1936ffffffd3
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530630555,20,02,2a,6,52000a55,00,ffffff8d1937ffffffdd
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530630855,20,02,9d,6,52000a55,00,ffffff8e1937ffffffe2
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530631156,20,02,10,6,52000a55,00,ffffff901937ffffffe4
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530631458,20,02,84,6,52000a55,00,ffffff8e1937ffffffe1
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530631759,20,02,f7,6,52000a55,00,ffffff8e1937ffffffe6
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530632059,20,02,6a,6,52000a55,00,ffffff8e1937ffffffea
530622021,20,02,4d,6,52000a58,00,111278fffffffffffff8
530632359,20,02,dd,6,52000a55,00,ffffff8e1936ffffffea
530632605,20,02,95,6,52000a58,00,1115dafffffffffffffc
530632660,20,02,50,6,52000a55,00,ffffff8e1936ffffffed
530632605,20,02,95,6,52000a58,00,1115dafffffffffffffc
530632960,20,02,c3,6,52000a55,00,ffffff8e1937ffffffee
530633012,20,02,35,6,52000a58,00,1114bcfffffffffffffc
530633261,20,02,36,6,52000a55,00,ffffff8e1936ffffffec
530633012,20,02,35,6,52000a58,00,1114bcfffffffffffffc
530633561,20,02,a9,6,52000a55,00,ffffff8e1937ffffffec
530633824,20,02,75,6,52000a58,00,1114c9fffffffffffffc
530633861,20,02,1c,6,52000a55,00,ffffff8e1936ffffffec
